Zone,State,City,Place Name,Type,Best Visit Time,Entry Fee,Trip Cost,Stay Duration,Activity Level,Ideal For,Nearest Hub
North,UK,Mussoorie,Cloud's End,Nature/View,Sep-Jun,0,500-1500,1 Day,Medium,Couples,Dehradun Airport
North,UK,Mussoorie,Lal Tibba,View Point,Oct-Mar,50,200-1000,2 Hours,Low,Nature Lovers,Dehradun Airport
North,UK,Mussoorie,Company Garden,Nature/Garden,Year-round,20,100-500,2 Hours,Low,Families,Dehradun Airport
North,UK,Nainital,Naini Lake,Lake,Mar-Jun,0,8000-13000,1 Day,Medium,"Couples, Family",Kathgodam Station
North,UK,Nainital,Naina Devi Temple,Spiritual,Year-round,0,100-500,1 Hour,Low,Pilgrims,Pantnagar Airport
North,UK,Nainital,Snow View Point,View Point,Oct-May,100,200-1000,2 Hours,Medium,Families,Pantnagar Airport
North,UK,Nainital,Jim Corbett National Park,Wildlife,Nov-Jun,1000,5000-15000,2 Days,Medium,Wildlife Lovers,Pantnagar Airport
North,UK,Nainital,Eco Cave Gardens,Nature/Adventure,Year-round,60,200-1000,2 Hours,Medium,Kids/Families,Pantnagar Airport
North,UK,Ramnagar,Jim Corbett National Park,Wildlife,Nov-Jun,15000-25000,3 Days,Medium,"Family, Friends",Pantnagar Airport,Pantnagar Airport
North,UK,Ranikhet,Golf Course,Nature,Year-round,0,1000-3000,1 Day,Low,All,Kathgodam Station
North,UK,Ranikhet,Chaubatia Orchards,Nature,Mar-Jun,0,100-500,2 Hours,Low,Nature Lovers,Pantnagar Airport
North,UK,Rishikesh,Laxman Jhula,Spiritual,Oct-Mar,0,5000-10000,1 Day,Medium,All,Dehradun Airport
North,UK,Rishikesh,Ram Jhula,Spiritual,Year-round,0,2000-5000,1 Day,Medium,All,Dehradun Airport
North,UK,Rishikesh,Neer Garh Waterfall,Nature,Oct-May,30,500-1500,1 Day,High,Adventure Lovers,Dehradun Airport
North,UK,Rishikesh,Vashishta Gufa,Spiritual,Year-round,0,500-1500,1 Day,Low,Peace Seekers,Dehradun Airport
North,UK,Rishikesh,The Beatles Ashram,History/Culture,Year-round,150,500-1500,1 Day,Low,Culture Seekers,Dehradun Airport
North,UK,Rudraprayag,Tungnath Temple,Spiritual/Trek,Apr-Nov,0,2000-5000,1-2 Days,High,Adventure Lovers,Dehradun Airport
North,UK,Yamunotri,Yamunotri Temple,Spiritual,May-Oct,0,5000-10000,2 Days,High,Pilgrims,Dehradun Airport
North,UP,Agra,Taj Mahal,History,Oct-Mar,50,5000-10000,1 Day,Medium,"Family, Couples",Agra Airport
North,UP,Agra,Fatehpur Sikri,History,Oct-Mar,35,3000-6000,1 Day,Medium,"Family, All",Agra Airport
North,UP,Agra,Agra Fort,History,Oct-Mar,50,500-1500,1 Day,Medium,History Lovers,Agra Airport
North,UP,Agra,Itmad-ud-Daula,History,Oct-Mar,30,200-1000,2 Hours,Low,History Lovers,Agra Airport
North,UP,Agra,Mehtab Bagh,Nature/View,Oct-Mar,25,100-500,2 Hours,Low,Photographers,Agra Airport
North,UP,Agra,Fatehpur Sikri Fort,History,Oct-Mar,50,500-1500,1 Day,Medium,History Lovers,Agra Airport
North,UP,Agra,Chini Ka Rauza,History,Year-round,0,100-300,1 Hour,Low,History Lovers,Agra Airport
North,UP,Ayodhya,Ram Janmabhoomi,Spiritual,Year-round,0,5000-10000,2 Days,Medium,"Family, Senior Citizens",Ayodhya Airport
North,UP,Ayodhya,Ram Janmabhoomi Temple,Spiritual,Year-round,0,500-2000,1 Day,Medium,Pilgrims,Ayodhya Airport
North,UP,Ayodhya,Hanuman Garhi,Spiritual,Year-round,0,100-500,1 Day,High,Pilgrims,Ayodhya Airport
North,UP,Fatehpur Sikri,Buland Darwaza,History,Oct-Mar,0,500-1500,1 Hour,Low,History Lovers,Agra Airport
North,UP,Fatehpur Sikri,Salim Chishti Tomb,Spiritual/History,Oct-Mar,0,200-500,1 Hour,Low,All,Agra Airport
North,UP,Jhansi,Jhansi Fort,History,Year-round,25,1000-3000,1 Day,High,Solo,Gwalior Airport
North,UP,Kanpur,JK Temple,Spiritual,Year-round,0,100-500,1 Day,Low,All,Kanpur Airport
North,UP,Kushinagar,Mahaparinirvana Stupa,Spiritual,Oct-Mar,0,1000-3000,1 Day,Low,Family,Gorakhpur Airport
North,UP,Lucknow,Bara Imambara,History,Oct-Mar,50,5000-10000,1 Day,Medium,"Family, All",Lucknow Airport
North,UP,Lucknow,Chota Imambara,History,Oct-Mar,50,500-1500,1 Day,Low,All,Lucknow Airport
North,UP,Lucknow,British Residency,History,Year-round,25,500-1500,1 Day,Medium,All,Lucknow Airport
North,UP,Lucknow,Rumi Darwaza,History,Year-round,0,100-300,0.5 Hours,Low,All,Lucknow Airport
North,UP,Lucknow,The Residency,History,Year-round,25,100-500,1 Day,Low,History Buffs,Lucknow Airport
North,UP,Lucknow,Ambedkar Memorial Park,Park,Year-round,20,100-500,1 Day,Low,Everyone,Lucknow Airport
North,UP,Lucknow,British Residency Lucknow,History,Year-round,25,100-500,2 Hours,Low,History Buffs,Lucknow Airport
North,UP,Lucknow,Janeshwar Mishra Park,Park,Year-round,10,100-500,2 Hours,Low,All,Lucknow Airport
North,UP,Mathura,Banke Bihari,Spiritual,Year-round,0,4000-8000,1 Day,Medium,"Family, Senior Citizens",Mathura Station
North,UP,Mathura,Krishna Janmabhoomi,Spiritual,Year-round,0,500-1500,1 Day,Medium,Pilgrims,Agra Airport
North,UP,Mathura,Dwarkadhish Temple Mathura,Spiritual,Year-round,0,200-1000,1 Day,Medium,Pilgrims,Agra Airport
North,UP,Mathura,Vishram Ghat,Spiritual,Year-round,0,100-500,1 Hour,Low,Pilgrims,Agra Airport
North,UP,Prayagraj,Sangam,Spiritual,Jan-Feb,0,5000-10000,1 Day,Medium,"Family, Senior Citizens",Prayagraj Airport
North,UP,Prayagraj,Triveni Sangam,Spiritual,Oct-Mar,0,500-2000,1 Day,Medium,Pilgrims,Prayagraj Airport
North,UP,Prayagraj,Allahabad Fort,History,Year-round,0,200-1000,1 Day,Low,History Lovers,Prayagraj Airport
North,UP,Prayagraj,Anand Bhavan,History,Year-round,70,200-1000,2 Hours,Low,History Lovers,Prayagraj Airport
North,UP,Sarnath,Dhamekh Stupa,Spiritual,Oct-Mar,25,2000-5000,1 Day,Low,"Family, Senior Citizens",Varanasi Airport
North,UP,Sravasti,Jetavana Monastery,Spiritual/History,Oct-Mar,25,500-1500,1 Day,Low,Pilgrims,Lucknow Airport
North,UP,Varanasi,Kashi Vishwanath,Spiritual,Year-round,0,6000-12000,2 Days,Medium,"Family, Senior Citizens",Varanasi Airport
North,UP,Varanasi,Assi Ghat,Spiritual,Evening,0,0-500,1 Day,Medium,All,Varanasi Airport
North,UP,Varanasi,Sarnath,Spiritual/History,Oct-Mar,25,500-1500,1 Day,Low,Pilgrims/History Lovers,Varanasi Airport
North,UP,Varanasi,Kashi Vishwanath Temple,Spiritual,Year-round,0,500-3000,1 Day,High,Pilgrims,Varanasi Airport
North,UP,Varanasi,Manikarnika Ghat,Spiritual/History,Year-round,0,100-500,1 Hour,Medium,Spiritual Seekers,Varanasi Airport
North,UP,Varanasi,Dashashwamedh Ghat,Spiritual,Year-round,0,100-500,Evening,Medium,All,Varanasi Airport
North,UP,Varanasi,Banaras Hindu University,Education/Spiritual,Year-round,0,100-500,1 Day,Low,Students/All,Varanasi Airport
North,UP,Varanasi,Ramnagar Fort,History,Year-round,50,200-1000,2 Hours,Low,History Lovers,Varanasi Airport
North,UP,Varanasi,New Vishwanath Temple (BHU),Spiritual,Year-round,0,100-500,1 Hour,Low,All,Varanasi Airport
North,UP,Vrindavan,Banke Bihari Temple,Spiritual,Year-round,0,500-1500,1 Day,High,Pilgrims,Agra Airport
North,UP,Vrindavan,Prem Mandir,Spiritual,Year-round,0,100-500,2 Hours,Low,All,Agra Airport
North,UP,Vrindavan,Nidhivan,Spiritual/History,Year-round,0,100-500,1 Hour,Low,All,Agra Airport
North,UP,Vrindavan,Radha Raman Temple,Spiritual,Year-round,0,100-500,1 Hour,Low,Pilgrims,Agra Airport
North,WB,Darjeeling,Japanese Temple,Spiritual,Year-round,0,100-300,1 Hour,Low,All,Bagdogra Airport
South,AP,Ahobilam,Narasimha Temple,Spiritual/Trek,Year-round,0,3000-6000,2 Days,High,Solo,Tirupati Airport
South,AP,Anantapur,Lepakshi Nandi,History,Oct-Mar,0,200-1000,1 Day,Low,All,Bangalore Airport
South,AP,Anantapur,Lepakshi Temple,History/Spiritual,Oct-Mar,0,500-1500,1 Day,Low,History Buffs,Bangalore Airport
South,AP,Chittoor,Kanipakam Temple,Spiritual,Year-round,0,1000-3000,1 Day,Low,Family,Tirupati Airport
South,AP,Gandikota,Grand Canyon of India,Nature,Sep-Feb,0,4000-8000,2 Days,High,Solo,Tirupati Airport
South,AP,Kadapa,Gandikota Fort,History,Sep-Feb,0,2000-5000,1 Day,Medium,Solo,Tirupati Airport
South,AP,Kadapa,Gandikota Canyon,Nature/History,Oct-Feb,0,2000-5000,1-2 Days,Medium,Adventure Lovers,Kadapa Airport
South,AP,Kurnool,Belum Caves,Nature,Oct-Mar,65,4000-8000,1 Day,High,Friends,Tirupati Airport
South,AP,Kurnool,Konda Reddy Fort,History,Oct-Mar,0,200-1000,1 Day,Medium,History Lovers,Kurnool Airport
South,AP,Lepakshi,Veerabhadra Temple,History/Spiritual,Oct-Mar,0,2000-5000,1 Day,Medium,All,Bangalore Airport
South,AP,Madanapalle,Horsley Hills,Hill Station,Dec-Mar,3000-7000,2 Days,Low,Couples,Tirupati Airport,Tirupati Airport
South,AP,Mantralayam,Raghavendra Swamy,Spiritual,Year-round,0,2000-5000,2 Days,Low,Family,Hyderabad Airport
South,AP,Nellore,Pulicat Lake,Nature,Oct-Mar,0,2000-5000,1 Day,Low,Family,Chennai Airport
South,AP,Nellore,Nellapattu Sanctuary,Wildlife,Oct-Mar,50,1000-3000,1 Day,Low,All,Chennai Airport
South,AP,Nellore,Nelapattu Bird Sanctuary,Wildlife,Oct-Mar,50,1000-3000,1 Day,Low,All,Chennai Airport
South,AP,Tirupati,Venkateswara,Spiritual,Year-round,0,5000-15000,2 Days,High,Family,Tirupati Airport
South,AP,Tirupati,Tirumala Temple,Spiritual,Year-round,0,1000-5000,1 Day,High,Pilgrims,Tirupati Airport
South,AP,Tirupati,Kapila Theertham,Spiritual,Year-round,0,100-500,1 Day,Medium,Pilgrims,Tirupati Airport
South,AP,Tirupati,Chandragiri Fort,History,Year-round,20,200-1000,1 Day,Medium,History Lovers,Tirupati Airport
South,AP,Tirupati,Govindaraja Swamy Temple,Spiritual,Year-round,0,100-500,1 Hour,Low,Pilgrims,Tirupati Airport
South,AP,Vijayawada,Kanakadurgamma,Spiritual,Year-round,0,2000-5000,1 Day,Medium,Family,Vijayawada Airport
South,AP,Vijayawada,Undavalli Caves,History,Oct-Mar,25,500-1500,1 Day,Medium,All,Vijayawada Airport
South,AP,Vijayawada,Bhavani Island,Nature,Year-round,50,1000-3000,1 Day,Medium,Family,Vijayawada Airport
South,AP,Vijayawada,Prakasam Barrage,Engineering,Evening,0,100-500,1 Day,Low,All,Vijayawada Airport
South,AP,Vijayawada,Kanakadurga Temple,Spiritual,Year-round,0,500-2000,1 Day,Medium,Pilgrims,Vijayawada Airport
South,AP,Visakhapatnam,RK Beach,Beach,Evening,0,2000-5000,1 Day,Low,All,Vizag Airport
South,AP,Visakhapatnam,Araku Valley,Nature,Sep-Mar,0,8000-14000,2 Days,Medium,Family,Vizag Airport
South,AP,Visakhapatnam,Borra Caves,Nature/History,Year-round,60,2000-4000,1 Day,High,Friends,Vizag Airport
South,AP,Visakhapatnam,Kailasagiri,Nature/View,Year-round,5,100-500,1 Day,Low,Families,Visakhapatnam Airport
South,AP,Visakhapatnam,INS Kursura Museum,History,Year-round,40,100-500,1 Hour,Low,All,Visakhapatnam Airport
South,AP,Visakhapatnam,Rishikonda Beach,Beach,Oct-Mar,0,500-1500,1 Day,Medium,All,Visakhapatnam Airport
South,AP,Visakhapatnam,Submarine Museum,History,Year-round,40,100-500,1 Hour,Low,All,Visakhapatnam Airport
South,AP,Visakhapatnam,Dolphin's Nose Vizag,View Point,Oct-Mar,0,100-500,1 Hour,Low,Nature Lovers,Visakhapatnam Airport
South,AP,Visakhapatnam,Yarada Beach,Beach,Oct-Mar,0,500-1500,1 Day,Low,Nature Lovers,Visakhapatnam Airport
South,KA,Badami,Cave Temples,History,Oct-Mar,25,2000-5000,1 Day,High,Solo,Belgaum Airport
South,KA,Badami,Badami Cave Temples,History/Spiritual,Oct-Mar,25,500-1500,1 Day,Medium,History Buffs,Hubli Airport
South,KA,Bagalkot,Pattadakal,History,Oct-Mar,40,500-1500,1 Day,Low,History Buffs,Hubli Airport
South,KA,Bagalkot,Aihole,History,Oct-Mar,25,500-1500,1 Day,Medium,History Buffs,Hubli Airport
South,KA,Bangalore,Lalbagh Garden,Nature,Jan-Aug,25,1000-2000,1 Day,Medium,All,Bangalore Airport
South,KA,Bangalore,Cubbon Park,Nature,Year-round,0,500-1500,1 Day,Low,All,Bangalore Airport
South,KA,Bangalore,ISKCON Temple,Spiritual,Year-round,0,500-1500,1 Day,Medium,"Family, Senior Citizens",Bangalore Airport
South,KA,Bangalore,Bannerghatta Zoo,Wildlife,Oct-Mar,250,2000-5000,1 Day,Medium,Family,Bangalore Airport
South,KA,Bangalore,Lalbagh Botanical Garden,Nature/Garden,Year-round,20,100-500,2 Hours,Low,Nature Lovers,Bangalore Airport
South,KA,Bangalore,Bannerghatta Biological Park,Wildlife,Year-round,260,1000-3000,1 Day,Medium,Families/Kids,Bangalore Airport
South,KA,Bangalore,Visvesvaraya Industrial and Technological Museum,Science/Museum,Year-round,40,100-500,3 Hours,Low,Students/Kids,Bangalore Airport
South,KA,Bangalore,ISKCON Temple Bangalore,Spiritual,Year-round,0,100-500,2 Hours,Low,All,Bangalore Airport
South,KA,Bangalore,Bull Temple,Spiritual,Year-round,0,100-500,1 Hour,Low,Pilgrims,Bangalore Airport
South,KA,Bangalore,Tipu Sultan's Summer Palace,History,Year-round,20,100-500,1 Hour,Low,History Lovers,Bangalore Airport
South,KA,Bangalore,Bangalore Palace,History,Year-round,230,500-1500,2 Hours,Low,Architecture Lovers,Bangalore Airport
South,KA,Bangalore,Government Museum Bangalore,History,Year-round,20,100-500,2 Hours,Low,History Buffs,Bangalore Airport
South,KA,Belgaum,Gokak Falls,Nature,Jul-Oct,0,1000-3000,1 Day,Medium,All,Belgaum Airport
South,KA,Belur,Chennakesava Temple,History,Year-round,0,2000-4000,1 Day,Low,Family,Mangalore Airport
South,KA,Bijapur,Gol Gumbaz,History,Oct-Mar,25,2000-4000,1 Day,Medium,All,Belgaum Airport
South,KA,Chamarajanagar,Bandipur National Park,Wildlife,Oct-May,300,5000-10000,2 Days,Medium,Wildlife Lovers,Mysore Airport
South,KA,Chikmagalur,Mullayanagiri,Trek,Sep-Mar,0,7000-13000,2 Days,High,"Solo, Friends",Mangalore Airport
South,KA,Chikmagalur,Baba Budangiri,Nature/Spiritual,Sep-Mar,0,3000-6000,1 Day,High,Friends,Mangalore Airport
South,KA,Chikmagalur,Hebbe Falls,Waterfall,Sep-Jan,0,500-1500,1 Day,High,Nature Lovers,Mangalore Airport
South,KA,Coorg,Abbey Falls,Waterfall,Jul-Oct,0,4000-8000,1 Day,Medium,"Couples, Friends",Mysore Airport
South,KA,Coorg,Raja Seat,Nature/View,Evening,5,500-1500,1 Day,Low,Family,Mysore Airport
South,KA,Coorg,Talakaveri,Spiritual/Nature,Oct-Mar,0,1000-3000,1 Day,Medium,Family,Mysore Airport
South,KA,Coorg,Dubare Elephant Camp,Wildlife,Sep-Mar,100,2000-5000,1 Day,Medium,Kids,Mysore Airport
South,KA,Coorg,Golden Temple (Namdroling),Spiritual,Year-round,0,500-1500,1 Day,Low,Family,Mysore Airport
South,KA,Coorg,Iruppu Falls,Nature/Waterfall,Aug-Dec,50,500-1500,1 Day,Medium,Nature Lovers,Mangalore Airport
South,KA,Coorg,Namdroling Monastery,Spiritual,Year-round,0,100-500,2 Hours,Low,All,Mangalore Airport
South,KA,Dandeli,Kali River Rafting,Adventure,Oct-May,500,5000-10000,2 Days,High,Friends,Hubli Airport
South,KA,Dandeli,Kavala Caves,Nature/History,Oct-May,0,2000-5000,1 Day,High,Solo,Hubli Airport
South,KA,Gokarna,Om Beach,Beach,Nov-Feb,0,6000-12000,2 Days,Medium,"Solo, Friends",Hubli Airport
South,KA,Gokarna,Kudle Beach,Beach,Nov-Feb,0,3000-7000,2 Days,Medium,Solo,Hubli Airport
South,KA,Gokarna,Half Moon Beach,Beach,Nov-Feb,0,2000-5000,1 Day,High,Solo,Hubli Airport
South,KA,Gokarna,Paradise Beach,Beach,Nov-Feb,0,2000-5000,1 Day,High,Friends,Hubli Airport
South,KA,Gokarna,Mahabaleshwar Temple Gokarna,Spiritual,Year-round,0,500-2000,1 Day,Medium,Pilgrims,Goa Airport
South,KA,Gokarna,Paradise Beach Gokarna,Beach,Oct-Mar,0,500-1500,1 Day,Medium,Backpackers,Goa Airport
South,KA,Halebidu,Hoysaleswara Temple,History,Year-round,0,2000-4000,1 Day,Low,Family,Mangalore Airport
South,KA,Hampi,Virupaksha Temple,Spiritual,Oct-Mar,0,5000-10000,2 Days,Medium,"Family, Senior Citizens",Hospet Station
South,KA,Hampi,Vittala Temple,History,Oct-Mar,40,2000-5000,1 Day,High,"Solo, History Buffs",Hospet Station
South,KA,Hampi,Anjanadri Hill,Spiritual/Trek,Year-round,0,1000-3000,1 Day,High,Solo,Hospet Station
South,KA,Hampi,Lotus Mahal,History,Oct-Mar,40,500-1500,1 Day,Low,All,Hospet Station
South,KA,Hampi,Elephant Stables,History,Oct-Mar,40,100-500,1 Hour,Low,History Buffs,Hubli Airport
South,KA,Hampi,Matanga Hill,Nature/View,Oct-Mar,0,100-500,1 Day,High,Nature Lovers,Hubli Airport
South,KA,Hampi,Hampi Bazaar,History/Shopping,Oct-Mar,0,100-500,1 Day,Medium,Culture Seekers,Hubli Airport
South,KA,Hassan,Sravanabelagola,Spiritual/History,Oct-Mar,0,500-1500,1 Day,High,Pilgrims,Bangalore Airport
South,KA,Hassan,Halebidu Temple,History,Oct-Mar,25,500-1500,1 Day,Low,History Buffs,Mangalore Airport
South,KA,Hassan,Belur Chennakeshava,History,Oct-Mar,25,500-1500,1 Day,Low,History Buffs,Mangalore Airport
South,KA,Hospet,Tungabhadra Dam,Nature/Engineering,Aug-Dec,0,200-1000,1 Day,Low,Families,Hubli Airport
South,KA,Hubli,Unkal Lake,Nature/Lake,Year-round,0,100-500,1 Day,Low,All,Hubli Airport
South,KA,Jog Falls,Waterfall,Nature,Jul-Oct,0,5000-10000,1 Day,Medium,Friends,Hubli Airport
South,KA,Kabini,Wildlife Safari,Wildlife,Oct-May,3000,15000-25000,2 Days,Medium,Family,Mysore Airport
South,KA,Kodagu,Nagarhole National Park,Wildlife,Oct-May,500,5000-12000,2 Days,Medium,Wildlife Lovers,Mysore Airport
South,KA,Madikeri,Raja's Seat,View Point,Oct-Mar,5,100-300,1 Hour,Low,Couples,Mangalore Airport
South,KA,Mandya,Srirangapatna,History,Oct-Mar,20,500-2000,1 Day,Medium,History Buffs,Mysore Airport
South,KA,Mangalore,Panambur Beach,Beach,Oct-Mar,0,2000-5000,1 Day,Low,All,Mangalore Airport
South,KA,Mangalore,Kudroli Temple,Spiritual,Year-round,0,500-1500,1 Day,Low,Family,Mangalore Airport
South,KA,Mangalore,Sammilan Shetty’s Butterfly Park,Nature,Oct-Mar,50,500-1500,1 Day,Low,Kids,Mangalore Airport
South,KA,Mangalore,Ullal Beach,Beach,Oct-Mar,0,200-1000,1 Day,Low,All,Mangalore Airport
South,KA,Mangalore,Kudroli Gokarnath Temple,Spiritual,Year-round,0,100-300,1 Hour,Low,All,Mangalore Airport
South,KA,Murudeshwar,Shiva Statue,Spiritual,Oct-Mar,0,3000-6000,1 Day,Medium,Family,Mangalore Airport
South,KA,Murudeshwar,Murudeshwar Temple,Spiritual/Beach,Oct-Mar,0,1000-3000,1 Day,Medium,Pilgrims,Mangalore Airport
South,KA,Murudeshwar,Murudeshwar Beach,Beach,Oct-Mar,0,500-2000,1 Day,Medium,All,Mangalore Airport
South,KA,Mysore,Brindavan Gardens,Garden,Evening,20,1000-3000,1 Day,Medium,Family,Mysore Station
South,KA,Mysore,Chamundi Hills,Spiritual,Year-round,0,1000-3000,1 Day,Medium,Family,Mysore Station
South,KA,Mysore,St. Philomena's Church,Spiritual,Year-round,0,200-1000,1 Day,Low,All,Mysore Station
South,KA,Mysore,Karanji Lake,Nature,Year-round,10,200-1000,1 Day,Medium,Kids,Mysore Station
South,KA,Mysore,Kabini River,Wildlife/Nature,Oct-May,1000,8000-20000,2 Days,Medium,Wildlife Lovers,Mysore Airport
South,KA,Mysore,Mysore Palace,History,Oct-Mar,70,200-1000,3 Hours,Low,Everyone,Mysore Airport
South,KA,Mysore,Chamundi Hill,Spiritual,Year-round,0,100-500,1 Day,Medium,Families,Mysore Airport
South,KA,Mysore,Mysore Zoo,Wildlife,Year-round,100,200-1000,3 Hours,Medium,Families/Kids,Mysore Airport
South,KA,Mysore,KRS Dam,Engineering/Nature,Year-round,20,500-1500,1 Day,Low,Families,Mysore Airport
South,KA,Mysore,Shivanasamudra Falls,Nature/Waterfall,Aug-Oct,0,500-1500,1 Day,Medium,Nature Lovers,Mysore Airport
South,KA,Mysore,Railway Museum Mysore,History/Museum,Year-round,15,100-500,1 Hour,Low,All,Mysore Airport
South,KA,Shimoga,Jog Falls,Nature,Jul-Oct,0,3000-7000,1 Day,Medium,Friends,Hubli Airport
South,KA,Shimoga,Kodachadri,Trek,Oct-May,0,5000-10000,2 Days,High,Solo,Mangalore Airport
South,KA,Sravanabelagola,Bahubali Statue,Spiritual,Year-round,0,1000-3000,1 Day,High,Family,Mysore Airport
South,KA,Udupi,Malpe Beach,Beach,Oct-Mar,0,4000-9000,1 Day,Medium,Family,Mangalore Airport
South,KA,Udupi,St. Mary's Island,Nature,Oct-May,300,2000-4000,1 Day,Medium,Friends,Mangalore Airport
South,KA,Udupi,Krishna Temple,Spiritual,Year-round,0,500-1500,1 Day,Low,Family,Mangalore Airport
South,KA,Udupi,Kapu Beach,Beach,Oct-Mar,0,200-1000,1 Day,Low,All,Mangalore Airport
South,KA,Udupi,Krishna Mutt,Spiritual,Year-round,0,100-500,1 Day,Low,Pilgrims,Mangalore Airport
South,KA,Udupi,Kaup Lighthouse,View Point,Oct-Mar,10,100-300,1 Hour,Medium,All,Mangalore Airport
South,KL,Alleppey,Backwaters,Nature,Nov-Feb,0,12000-25000,2 Days,Low,Couples,Kochi Airport
South,KL,Alleppey,Marari Beach,Beach,Nov-Feb,0,8000-15000,2 Days,Low,Couples,Kochi Airport
South,KL,Bekal,Bekal Fort,History,Oct-Mar,25,3000-6000,1 Day,Medium,Couples,Mangalore Airport
South,KL,Guruvayur,Guruvayur Temple,Spiritual,Year-round,0,500-2000,1 Day,Medium,Pilgrims,Kochi Airport
South,KL,Idukki,Idukki Arch Dam,Engineering,Aug-Mar,25,2000-5000,1 Day,Medium,Family,Kochi Airport
South,KL,Kochi,Fort Kochi,History,Oct-Mar,0,3000-7000,1 Day,Medium,All,Kochi Airport
South,KL,Kochi,Cherai Beach,Beach,Oct-Mar,0,1000-3000,1 Day,Low,Family,Kochi Airport
South,KL,Kochi,Marine Drive,Nature/View,Evening,0,200-1000,1 Day,Low,All,Kochi Airport
South,KL,Kochi,Mattancherry Palace,History,Oct-Mar,5,100-500,1 Hour,Low,History Lovers,Kochi Airport
South,KL,Kochi,Chinese Fishing Nets,Nature/History,Year-round,0,100-300,1 Hour,Low,Photographers,Kochi Airport
South,KL,Kochi,Lulu Mall Kochi,Entertainment,Year-round,0,500-2000,1 Day,Low,Families/Shoppers,Kochi Airport
South,KL,Kochi,Paradesi Synagogue,History/Spiritual,Year-round,5,100-500,1 Hour,Low,History Lovers,Kochi Airport
South,KL,Kochi,Hill Palace Museum,History,Oct-Mar,30,200-1000,2 Hours,Low,History Lovers,Kochi Airport
South,KL,Kochi,Wonderla Kochi,Entertainment,Year-round,1200,2000-5000,1 Day,High,Kids/Friends,Kochi Airport
South,KL,Kochi,Mangalavanam Bird Sanctuary,Wildlife,Oct-Mar,0,100-500,1 Hour,Low,Nature Lovers,Kochi Airport
South,KL,Kochi,Marine Drive Kochi,Nature/View,Evening,0,100-500,2 Hours,Low,All,Kochi Airport
South,KL,Kottayam,Kumarakom Bird Sanctuary,Wildlife,Nov-Feb,50,4000-9000,1 Day,Medium,Family,Kochi Airport
South,KL,Kottayam,Kumarakom Backwaters,Nature,Nov-Feb,0,5000-15000,2 Days,Low,Families/Couples,Kochi Airport
South,KL,Kovalam,Lighthouse Beach,Beach,Nov-Mar,0,7000-14000,2 Days,Medium,All,Trivandrum Airport
South,KL,Kozhikode,Kappad Beach,Beach,Oct-Mar,0,1000-3000,1 Day,Low,All,Calicut Airport
South,KL,Kozhikode,Beypore Beach,Beach,Sep-Mar,0,200-1000,1 Day,Low,All,Calicut Airport
South,KL,Munnar,Eravikulam Park,Wildlife,Sep-Mar,125,8000-15000,1 Day,High,Family,Kochi Airport
South,KL,Munnar,Tea Museum,Culture,Year-round,75,1000-3000,1 Day,Low,All,Kochi Airport
South,KL,Munnar,Mattupetty Dam,Nature,Sep-Mar,10,1000-3000,1 Day,Low,Family,Kochi Airport
South,KL,Munnar,Anamudi Peak,Nature,Nov-May,0,2000-5000,1 Day,High,Solo,Kochi Airport
South,KL,Munnar,Kundala Lake,Nature,Sep-Mar,0,500-2000,1 Day,Low,Couples,Kochi Airport
South,KL,Munnar,Eravikulam National Park,Wildlife,Sep-Mar,125,500-2000,1 Day,Medium,Nature Lovers,Kochi Airport
South,KL,Munnar,Echo Point Munnar,Nature,Year-round,0,100-500,1 Hour,Low,All,Kochi Airport
South,KL,Palakkad,Malampuzha Garden,Nature,Sep-Mar,25,1000-3000,1 Day,Low,Family,Coimbatore Airport
South,KL,Palakkad,Silent Valley National Park,Wildlife,Dec-Apr,200,2000-5000,1 Day,Medium,Nature Lovers,Coimbatore Airport
South,KL,Thekkady,Periyar Lake,Wildlife,Oct-Mar,150,6000-12000,1 Day,Medium,Family,Madurai Airport
South,KL,Thekkady,Elephant Junction,Wildlife,Year-round,500,2000-5000,1 Day,Medium,Kids,Madurai Airport
South,KL,Thrissur,Athirappilly Falls,Waterfall,Jun-Nov,50,2000-5000,1 Day,Medium,Family,Kochi Airport
South,KL,Thrissur,Athirappilly Waterfalls,Nature/Waterfall,Jun-Nov,50,500-1500,1 Day,Medium,Nature Lovers,Kochi Airport
South,KL,Thrissur,Vadakkunnathan Temple,Spiritual,Year-round,0,200-1000,1 Day,Low,Pilgrims,Kochi Airport
South,KL,Thrissur,Guruvayur Krishna Temple,Spiritual,Year-round,0,500-1500,1 Day,Medium,Pilgrims,Kochi Airport
South,KL,Trivandrum,Padmanabhaswamy,Spiritual,Year-round,0,2000-5000,1 Day,Low,Family,Trivandrum Airport
South,KL,Trivandrum,Padmanabhaswamy Temple,Spiritual,Year-round,0,500-2000,1 Day,Low,Pilgrims,Trivandrum Airport
South,KL,Trivandrum,Kovalam Beach,Beach,Sep-Mar,0,1000-4000,1 Day,Medium,All,Trivandrum Airport
South,KL,Trivandrum,Napier Museum,History,Year-round,20,100-500,2 Hours,Low,History Lovers,Trivandrum Airport
South,KL,Trivandrum,Shangumugham Beach,Beach,Evening,0,100-500,2 Hours,Low,All,Trivandrum Airport
South,KL,Trivandrum,Attukal Bhagavathy Temple,Spiritual,Year-round,0,200-1000,1 Day,Medium,Pilgrims,Trivandrum Airport
