Zone,State,City,Place Name,Type,Best Visit Time,Entry Fee,Trip Cost,Stay Duration,Activity Level,Ideal For,Nearest Hub
East,JH,Giridih,Parasnath Hill,Spiritual/Trekking/Viewpoint,Oct-Mar,0,1000-3000,1 Day,High,Spiritual Seekers,Kazi Nazrul Islam Airport
North,UP,Agra,Soami Bagh Temple,Spiritual/Architecture,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Agra Airport
North,UP,Agra,Jama Masjid Agra,Spiritual/History/Architecture,Year-round,0,200-500,1 Hour,Low,History Buffs,Agra Airport
North,UP,Mathura,Kusum Sarovar Mathura,History/Spiritual/Lake,Year-round,0,200-500,1 Hour,Low,Peace Seekers,Agra Airport
North,UP,Varanasi,Alamgir Mosque,History/Spiritual/Architecture,Year-round,0,200-500,1 Hour,Low,History Buffs,Varanasi Airport
North,UP,Varanasi,Bharat Kala Bhavan Museum,Culture/Museum/Art,Year-round,20,200-500,2 Hours,Low,Culture Enthusiasts,Varanasi Airport
North,UK,Dehradun,Tapkeshwar Temple,Spiritual/Nature/Caves,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Dehradun Airport
North,UK,Dehradun,Forest Research Institute Museum,Science/Museum/Forest,Year-round,40,200-500,2 Hours,Low,Students/Families,Dehradun Airport
North,UK,Haridwar,Patanjali Yog Peeth,Spiritual/Culture,Year-round,0,500-1500,Half Day,Low,Spiritual Seekers,Dehradun Airport
North,UK,Almora,Gobind Vallabh Pant Museum,History/Museum/Culture,Year-round,20,200-500,1 Hour,Low,History Buffs,Pantnagar Airport
North,HP,Shimla,Sankat Mochan Temple Shimla,Spiritual/Viewpoint,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Shimla Airport
North,HP,Shimla,Viceregal Lodge,History/Architecture/Museum,Year-round,50,200-500,1 Hour,Low,History Buffs,Shimla Airport
North,HP,Kullu,Raghunath Temple Kullu,Spiritual/Culture,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Bhuntar Airport
North,HP,Kangra,Chamunda Devi Temple,Spiritual/Culture,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Kangra Airport
North,JK,Srinagar,Wular Vintage Park,Nature/Park/Lake,May-Oct,10,200-500,1 Hour,Low,Families,Srinagar Airport
North,JK,Anantnag,Martand Sun Temple Ruins,History/Ruins/Architecture,May-Oct,0,200-500,1 Hour,Low,History Buffs,Srinagar Airport
North,LA,Leh,Zorawar Fort,History/Architecture/Viewpoint,May-Sep,20,200-500,1 Hour,Low,History Buffs,Leh Airport
North,LA,Leh,Datun Sahib,Spiritual/Nature,May-Sep,0,200-500,1 Hour,Low,Spiritual Seekers,Leh Airport
Central,MP,Bhopal,Sair Sapata,Entertainment/Park/Lake,Year-round,20,200-500,2 Hours,Low,Families,Bhopal Airport
Central,MP,Bhopal,Regional Science Center Bhopal,Science/Museum,Year-round,30,200-500,2 Hours,Low,Families,Bhopal Airport
Central,MP,Indore,Chokhi Dhani Indore,Culture/Food/Entertainment,Year-round,800,1000-2000,Evening,Low,Families,Indore Airport
Central,MP,Gwalior,Sas Bahu Ka Mandir,History/Spiritual/Architecture,Oct-Mar,20,200-500,1 Hour,Low,History Buffs,Gwalior Airport
Central,MP,Jabalpur,Sangram Sagar Lake,Nature/Lake/Park,Year-round,0,200-500,1 Hour,Low,Families,Jabalpur Airport
Central,CG,Raipur,Nandanvan Garden,Nature/Park/Wildlife,Year-round,30,200-1000,Half Day,Low,Families,Raipur Airport
Central,CG,Bilaspur,Kanan Pendari Zoo,Nature/Wildlife/Park,Year-round,30,200-1000,Half Day,Low,Families,Raipur Airport
Central,CG,Jagdalpur,Kailash Gufa,Nature/Caves/Spiritual,Nov-Jun,20,500-1500,2 Hours,Medium,Adventure Seekers,Jagdalpur Airport
Central,CG,Durg,Maitri Bagh,Nature/Park/Zoo,Year-round,20,200-500,2 Hours,Low,Families,Raipur Airport
Central,CG,Surguja,Mainpat Hill Station,Nature/Hill Station/Culture,Oct-Mar,0,1000-3000,1 Day,Low,Nature Lovers,Raipur Airport
South,AP,Alluri Sitharama Raju,Tatipudi Reservoir,Nature/Lake/Boating,Oct-Mar,0,500-1500,Half Day,Low,Families,Visakhapatnam Airport
South,AP,Visakhapatnam,Kambalakonda Wildlife Sanctuary,Nature/Wildlife/Park,Oct-Mar,10,200-500,2 Hours,Low,Nature Lovers,Visakhapatnam Airport
South,AP,Visakhapatnam,Kondakarla Ava Beach,Nature/Beach/Lake,Oct-Mar,0,200-1000,Half Day,Low,Families,Visakhapatnam Airport
South,AP,Visakhapatnam,Erra Matti Dibbalu,Nature/Unique/Geology,Year-round,0,200-500,1 Hour,Low,Photography,Visakhapatnam Airport
South,AP,Kakinada,Kakinada Hope Island,Nature/Island/Sea,Oct-Mar,0,500-1500,Half Day,Medium,Adventure Seekers,Rajahmundry Airport
South,AP,Kakinada,Uppada Beach,Beach/Relaxing,Oct-Mar,0,200-500,1 Hour,Low,Families,Rajahmundry Airport
South,AP,Nellore,Penchalakona Temple,Spiritual/Nature/Waterfall,Year-round,0,500-1500,Half Day,Medium,Spiritual Seekers,Tirupati Airport
South,AP,Tirupati,Ubbalamadugu Falls,Nature/Waterfall/Trekking,Sep-Jan,50,1000-3000,1 Day,High,Adventure Seekers,Chennai Airport
South,AP,Tirupati,Kalyani Dam,Nature/Dam/Relaxing,Jul-Jan,0,200-1000,2 Hours,Low,Families,Tirupati Airport
South,AP,Nandyal,Gundla Brahmeswaram Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-Mar,50,1000-3000,1 Day,Medium,Wildlife Lovers,Kurnool Airport
South,TG,Nagarkurnool,Mallela Theertham Waterfall,Nature/Waterfall/Forest,Aug-Dec,10,500-1500,Half Day,Medium,Nature Lovers,Hyderabad Airport
South,TG,Karimnagar,Lower Manair Dam,Nature/Dam/Boating,Aug-Jan,0,200-1000,Half Day,Low,Families,Hyderabad Airport
South,TG,Karimnagar,Elgandal Fort,History/Architecture/River,Year-round,0,200-500,2 Hours,Medium,History Buffs,Hyderabad Airport
South,TG,Yadadri Bhuvanagiri,Rachakonda Fort,History/Ruins/Trekking,Oct-Mar,0,200-1000,Half Day,Medium,History Buffs,Hyderabad Airport
South,TG,Wanaparthy,Khilla Ghanpur,History/Ruins/Trekking,Oct-Mar,0,200-1000,Half Day,Medium,Adventure Seekers,Hyderabad Airport
South,TG,Kamareddy,Domakonda Fort,History/Architecture,Year-round,0,200-500,1 Hour,Low,History Buffs,Hyderabad Airport
South,TG,Jagtial,Kondagattu Anjaneya Swamy Temple,Spiritual/Viewpoint,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Hyderabad Airport
South,TG,Nirmal,Kadam Dam,Nature/Dam/Relaxing,Aug-Jan,0,200-1000,Half Day,Low,Families,Hyderabad Airport
South,TG,Mulugu,Laknavaram Suspension Bridge,Nature/Lake/Bridge,Oct-Mar,10,200-500,1 Hour,Low,Families,Hyderabad Airport
South,TG,Medak,Gottimgota Waterfalls,Nature/Waterfall/Forest,Aug-Nov,0,500-1500,Half Day,Medium,Nature Lovers,Hyderabad Airport
South,KA,Chikkaballapur,Skandagiri Trek,Nature/Trekking/History,Sep-Mar,250,1000-3000,1 Day,High,Adventure Seekers,Bengaluru Airport
South,KA,Ramanagara,Savandurga Hill,Nature/Trekking/Spiritual,Sep-Mar,0,500-1500,Half Day,High,Adventure Seekers,Bengaluru Airport
South,KA,Bengaluru Rural,Makalidurga Trek,Nature/Trekking/Ruins,Sep-Mar,250,500-1500,Half Day,Medium,Adventure Seekers,Bengaluru Airport
South,KA,Kolar,Anthargange Caves,Nature/Caves/Trekking,Sep-Mar,0,500-1500,Half Day,Medium,Adventure Seekers,Bengaluru Airport
South,KA,Bengaluru Rural,Shivagange Hill,Spiritual/Trekking,Year-round,0,200-1000,Half Day,High,Spiritual Seekers,Bengaluru Airport
South,KA,Ramanagara,Chunchi Falls,Nature/Waterfall/River,Aug-Dec,0,200-1000,2 Hours,Low,Nature Lovers,Bengaluru Airport
South,KA,Bengaluru Urban,Muthyalamaduvu,Nature/Waterfall/Spiritual,Aug-Dec,0,200-500,2 Hours,Low,Families,Bengaluru Airport
South,KA,Mandya,Gaganachukki Waterfalls,Nature/Waterfall,Jul-Nov,0,200-500,1 Hour,Low,Nature Lovers,Bengaluru Airport
South,KA,Chamarajanagar,Bharachukki Waterfalls,Nature/Waterfall,Jul-Nov,0,200-500,1 Hour,Low,Nature Lovers,Bengaluru Airport
South,KA,Chamarajanagar,Himavad Gopalaswamy Betta,Spiritual/Viewpoint/Nature,Year-round,50,500-1500,Half Day,Medium,Spiritual Seekers,Mysuru Airport
South,KL,Trivandrum,Peppara Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-Mar,50,500-1500,Half Day,Medium,Wildlife Lovers,Trivandrum Airport
South,KL,Trivandrum,Kallar River,Nature/River/Relaxing,Year-round,0,200-500,2 Hours,Low,Families,Trivandrum Airport
South,KL,Wayanad,Chethalayam Waterfalls,Nature/Waterfall/Trekking,Sep-May,50,1000-3000,Half Day,High,Adventure Seekers,Calicut Airport
South,KL,Wayanad,Karlad Lake,Nature/Lake/Adventure,Year-round,30,500-1500,2 Hours,Medium,Families,Calicut Airport
South,KL,Wayanad,Thirunelli Temple,Spiritual/Architecture/Nature,Year-round,0,200-1000,1 Hour,Low,Spiritual Seekers,Kannur Airport
South,KL,Wayanad,Brahmagiri Peak Kerala,Nature/Trekking/Forest,Sep-Feb,275,1000-3000,1 Day,High,Adventure Seekers,Kannur Airport
South,KL,Idukki,Chinnar Wildlife Sanctuary,Nature/Wildlife/Trekking,Oct-Mar,250,1000-3000,1 Day,Medium,Wildlife Lovers,Kochi Airport
South,KL,Idukki,Pampadum Shola National Park,Nature/Wildlife/Forest,Oct-Mar,50,1000-3000,Half Day,Medium,Nature Lovers,Kochi Airport
South,KL,Idukki,Mathikettan Shola National Park,Nature/Wildlife/Forest,Oct-Mar,50,1000-3000,Half Day,Medium,Nature Lovers,Kochi Airport
South,KL,Idukki,Anamudi Shola National Park,Nature/Wildlife/Forest,Oct-Mar,50,1000-3000,Half Day,Medium,Nature Lovers,Kochi Airport
South,TN,Coimbatore,Aliyar Dam,Nature/Dam/Park,Year-round,20,200-500,2 Hours,Low,Families,Coimbatore Airport
South,TN,Coimbatore,Anamalai Tiger Reserve,Nature/Wildlife/Safari,Oct-Mar,150,1000-3000,1 Day,Medium,Wildlife Lovers,Coimbatore Airport
South,TN,Dindigul,Palani Murugan Temple,Spiritual/History,Year-round,0,500-1500,Half Day,Low,Spiritual Seekers,Madurai Airport
South,TN,Dindigul,Mannavanur Lake,Nature/Lake/Meadow,Sep-May,20,500-1500,Half Day,Low,Families,Madurai Airport
South,TN,Dindigul,Poombarai Village View,Nature/Village/Viewpoint,Sep-May,0,500-1500,2 Hours,Low,Photography,Madurai Airport
South,TN,Dindigul,Kukkal Caves,History/Caves/Trekking,Sep-May,0,1000-3000,1 Day,Medium,Adventure Seekers,Madurai Airport
South,TN,Nilgiris,Kodanad View Point,Nature/Viewpoint,Year-round,0,200-500,1 Hour,Low,Families,Coimbatore Airport
South,TN,Nilgiris,Emerald Lake Ooty,Nature/Lake/Relaxing,Year-round,0,500-1000,2 Hours,Low,Peace Seekers,Coimbatore Airport
South,TN,Kanyakumari,Chitharal Jain Monuments,History/Spiritual/Ruins,Year-round,0,200-1000,Half Day,Medium,History Buffs,Trivandrum Airport
South,TN,Ramanathapuram,Manapad,Beach/Spiritual/Surfing,Oct-Mar,0,1000-3000,1 Day,Medium,Youth,Madurai Airport
West,MH,Pune,Tung Fort,History/Trekking/Nature,Sep-Feb,0,500-1500,Half Day,High,Adventure Seekers,Pune Airport
West,MH,Raigad,Manikgad Fort,History/Trekking/Nature,Jun-Feb,0,500-1500,Half Day,High,Adventure Seekers,Mumbai Airport
West,MH,Raigad,Prabalgad Fort,History/Trekking/Nature,Jun-Feb,0,1000-3000,1 Day,High,Adventure Seekers,Mumbai Airport
West,MH,Raigad,Kalavantin Durg,History/Trekking/Adventure,Jun-Feb,0,1000-3000,1 Day,High,Adventure Seekers,Mumbai Airport
West,MH,Thane,Chanderi Fort,History/Trekking/Nature,Jun-Feb,0,1000-3000,1 Day,High,Adventure Seekers,Mumbai Airport
West,MH,Raigad,Phansad Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-May,50,1000-3000,Half Day,Medium,Nature Lovers,Mumbai Airport
West,MH,Pune,Ahupe Ghat,Nature/Viewpoint/Trekking,Jul-Nov,0,1000-3000,1 Day,Medium,Adventure Seekers,Pune Airport
West,MH,Nashik,Alang Madan Kulang Trek,Nature/Trekking/Adventure,Oct-Feb,0,2000-5000,2 Days,High,Adventure Seekers,Nashik Airport
West,MH,Nashik,Brahmagiri Hill Nashik,Spiritual/Trekking/Nature,Year-round,0,500-1500,Half Day,High,Spiritual Seekers,Nashik Airport
West,MH,Nashik,Someshwar Waterfall,Nature/Waterfall,Jul-Oct,0,200-500,1 Hour,Low,Families,Nashik Airport
West,GJ,Dangs,Shabari Dham,Spiritual/History,Year-round,0,200-1000,2 Hours,Low,Spiritual Seekers,Surat Airport
West,GJ,Dangs,Pampa Sarovar Gujarat,Spiritual/Lake,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Surat Airport
West,GJ,Dangs,Waghai Botanical Garden,Nature/Garden/Flora,Year-round,20,200-500,2 Hours,Low,Families,Surat Airport
West,GJ,Dangs,Mahal Eco Campsite,Nature/Camping/Forest,Oct-Mar,50,1000-3000,1 Day,Medium,Nature Lovers,Surat Airport
West,GJ,Tapi,Padamdungari Eco Campsite,Nature/Camping/Forest,Oct-Mar,50,1000-3000,1 Day,Medium,Nature Lovers,Surat Airport
West,GJ,Dahod,Kanjeta Eco Campsite,Nature/Camping/Forest,Oct-Mar,50,1000-3000,1 Day,Medium,Nature Lovers,Vadodara Airport
West,GJ,Panchmahal,Jambughoda Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-Mar,50,1000-3000,1 Day,Medium,Wildlife Lovers,Vadodara Airport
West,GJ,Narmada,Shoolpaneshwar Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-Mar,50,1000-3000,1 Day,Medium,Wildlife Lovers,Vadodara Airport
West,GJ,Kutch,Chhari Dhand Bird Sanctuary,Nature/Wildlife/Birdwatching,Nov-Mar,0,1000-3000,Half Day,Medium,Nature Lovers,Bhuj Airport
West,GJ,Kutch,Kala Dungar Magnetic Hill,Nature/Mystery/Viewpoint,Oct-Mar,0,500-1500,1 Hour,Low,Curious Travelers,Bhuj Airport
North,RJ,Kota,Garadia Mahadev Temple,Spiritual/Nature/Viewpoint,Oct-Mar,100,500-1500,2 Hours,Low,Photography,Jaipur Airport
North,RJ,Kota,Mukundara Hills Tiger Reserve,Nature/Wildlife/Safari,Oct-May,150,2000-5000,1 Day,Medium,Wildlife Lovers,Jaipur Airport
North,RJ,Chittorgarh,Baroli Temples,History/Spiritual/Architecture,Year-round,0,200-1000,1 Hour,Low,History Buffs,Udaipur Airport
North,RJ,Bhilwara,Bijolia Fort,History/Ruins/Architecture,Oct-Mar,0,200-500,1 Hour,Low,History Buffs,Udaipur Airport
North,RJ,Bundi,Chitrashala Bundi,History/Art/Palace,Oct-Mar,50,200-500,1 Hour,Low,History Buffs,Jaipur Airport
North,RJ,Bundi,Raniji Ki Baori,History/Architecture/Stepwell,Oct-Mar,50,200-500,1 Hour,Low,History Buffs,Jaipur Airport
North,RJ,Bundi,Dhabhai Kund,History/Architecture/Stepwell,Oct-Mar,0,200-500,1 Hour,Low,History Buffs,Jaipur Airport
North,RJ,Bundi,Jait Sagar Lake,Nature/Lake/History,Oct-Mar,0,200-500,1 Hour,Low,Families,Jaipur Airport
North,RJ,Jodhpur,Toorji Ka Jhalra Stepwell,History/Architecture,Oct-Mar,0,200-500,1 Hour,Low,History Buffs,Jodhpur Airport
North,RJ,Jaisalmer,Khaba Fort,History/Ruins/Desert,Oct-Mar,50,500-1500,2 Hours,Low,History Buffs,Jaisalmer Airport
Central,MP,Jabalpur,Balancing Rock Jabalpur,Nature/Unique/Geology,Year-round,0,200-500,1 Hour,Low,Photography,Jabalpur Airport
Central,MP,Jabalpur,Pisanhari Ki Madiya,Spiritual/History,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Jabalpur Airport
Central,MP,Chhatarpur,Rani Durgavati Fort,History/Architecture/Viewpoint,Oct-Mar,0,200-1000,Half Day,Medium,History Buffs,Jabalpur Airport
Central,MP,Indore,Gomatgiri,Spiritual/Viewpoint,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Indore Airport
Central,MP,Indore,Kamla Nehru Prani Sangrahalaya,Nature/Wildlife/Zoo,Year-round,20,200-500,2 Hours,Low,Families,Indore Airport
Central,MP,Bhopal,Taj-ul-Masajid Bhopal,Spiritual/Architecture,Year-round,0,200-500,1 Hour,Low,History Buffs,Bhopal Airport
Central,MP,Bhopal,Sadar Manzil,History/Architecture,Year-round,0,200-500,1 Hour,Low,History Buffs,Bhopal Airport
Central,MP,Raisen,Halali Dam,Nature/Dam/Boating,Aug-Mar,0,500-1500,Half Day,Low,Families,Bhopal Airport
Central,MP,Gwalior,Gopachal Parvat,History/Spiritual/Caves,Oct-Mar,0,200-500,1 Hour,Medium,History Buffs,Gwalior Airport
Central,MP,Gwalior,Bateshwar Group of Temples,History/Spiritual/Ruins,Oct-Mar,0,500-1500,2 Hours,Low,History Buffs,Gwalior Airport
NorthEast,AS,Baksa,Bornadi Wildlife Sanctuary,Nature/Wildlife,Nov-Apr,50,1000-3000,Half Day,Medium,Wildlife Lovers,Guwahati Airport
NorthEast,AS,Karbi Anglong,Garampani Wildlife Sanctuary,Nature/Wildlife/Hot Springs,Nov-Apr,50,500-1500,Half Day,Medium,Wildlife Lovers,Jorhat Airport
NorthEast,AS,Kokrajhar,Chakrashila Wildlife Sanctuary,Nature/Wildlife/Forest,Nov-Apr,50,1000-3000,1 Day,Medium,Wildlife Lovers,Guwahati Airport
NorthEast,AS,Sonitpur,Burachapori Wildlife Sanctuary,Nature/Wildlife,Nov-Apr,50,1000-3000,Half Day,Medium,Wildlife Lovers,Tezpur Airport
NorthEast,ML,West Garo Hills,Nokrek Biosphere Reserve,Nature/Wildlife/Forest,Oct-May,50,1000-3000,1 Day,Medium,Nature Lovers,Guwahati Airport
NorthEast,ML,South Garo Hills,Rongbang Dare Waterfall,Nature/Waterfall,Aug-Dec,0,500-1500,1 Hour,Low,Nature Lovers,Guwahati Airport
NorthEast,SK,North Sikkim,Lachen,Nature/Village/Culture,Mar-May,0,2000-5000,1-2 Days,Medium,Nature Lovers,Bagdogra Airport
NorthEast,SK,North Sikkim,Cholamu Lake,Nature/Lake/Snow,Apr-Jun,0,5000-10000,1 Day,High,Adventure Seekers,Bagdogra Airport
NorthEast,AR,Tawang,Gorichen Peak View,Nature/Viewpoint/Snow,Apr-Oct,0,2000-5000,Half Day,High,Adventure Seekers,Tezpur Airport
NorthEast,AR,West Kameng,Sela Lake,Nature/Lake/Snow,Apr-Oct,0,1000-3000,1 Hour,Low,Nature Lovers,Tezpur Airport
South,KL,Kozhikode,Kakkayam Dam,Nature/Dam/Trekking,Sep-May,20,500-1500,Half Day,Medium,Nature Lovers,Calicut Airport
South,KL,Kozhikode,Vellari Mala,Nature/Trekking/Waterfall,Sep-May,0,1000-3000,1 Day,High,Adventure Seekers,Calicut Airport
South,KL,Kozhikode,Peruvannamuzhi Dam,Nature/Dam/Boating,Sep-May,20,500-1500,Half Day,Low,Families,Calicut Airport
South,KL,Kozhikode,Kadalundi Bird Sanctuary,Nature/Wildlife/Birdwatching,Nov-Apr,50,200-1000,2 Hours,Low,Nature Lovers,Calicut Airport
South,KL,Kozhikode,Sarovaram Bio Park,Nature/Park/Relaxing,Year-round,30,200-500,1 Hour,Low,Families,Calicut Airport
South,KL,Kozhikode,Pazhassi Raja Museum,History/Museum/Art,Year-round,20,200-500,1 Hour,Low,History Buffs,Calicut Airport
South,KL,Kozhikode,Thikkoti Light House,History/Viewpoint/Sea,Year-round,0,200-500,1 Hour,Low,Photography,Calicut Airport
South,TN,Nilgiris,Dolphin's Nose Coonoor,Nature/Viewpoint,Sep-May,15,200-500,1 Hour,Low,Families,Coimbatore Airport
South,TN,Nilgiris,Droog Fort,History/Trekking/Ruins,Oct-Mar,0,500-1500,Half Day,High,Adventure Seekers,Coimbatore Airport
South,TN,Nilgiris,Ketti Valley View,Nature/Viewpoint,Year-round,0,200-500,1 Hour,Low,Photography,Coimbatore Airport
South,TN,Nilgiris,Pykara Waterfalls,Nature/Waterfall/Boating,Sep-May,10,500-1000,2 Hours,Low,Families,Coimbatore Airport
South,TN,Nilgiris,Frog Hill View Point,Nature/Viewpoint,Year-round,0,200-500,1 Hour,Low,Nature Lovers,Coimbatore Airport
South,TN,Nilgiris,Thread Garden Ooty,Art/Culture/Unique,Year-round,30,200-500,1 Hour,Low,Families,Coimbatore Airport
South,TN,Nilgiris,Wax World Ooty,Museum/Entertainment,Year-round,40,200-500,1 Hour,Low,Families,Coimbatore Airport
South,TN,Nilgiris,Mudumalai National Park,Nature/Wildlife/Safari,Oct-May,150,1000-3000,Half Day,Medium,Wildlife Lovers,Coimbatore Airport
South,TN,Coimbatore,Velliangiri Mountains,Spiritual/Trekking,Feb-May,0,1000-3000,1 Day,High,Spiritual Seekers,Coimbatore Airport
South,TN,Coimbatore,Siruvani Waterfalls,Nature/Waterfall/Forest,Aug-Jan,50,500-1500,Half Day,Medium,Nature Lovers,Coimbatore Airport
South,KA,Uttara Kannada,Vibhooti Falls,Nature/Waterfall/Trekking,Oct-Mar,10,500-1500,2 Hours,Medium,Nature Lovers,Goa Airport
South,KA,Uttara Kannada,Netrani Island,Adventure/Scuba Diving,Oct-May,3000,5000-10000,1 Day,High,Adventure Seekers,Mangaluru Airport
South,KA,Uttara Kannada,Idagunji Temple,Spiritual/History,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Goa Airport
South,KA,Uttara Kannada,Bhatkal Beach,Beach/Relaxing/Viewpoint,Oct-May,0,200-500,1 Hour,Low,Peace Seekers,Mangaluru Airport
South,KA,Udupi,Ottinene Beach,Beach/Viewpoint/Sunset,Oct-May,0,200-500,1 Hour,Low,Couples/Photography,Mangaluru Airport
South,KA,Udupi,Delta Beach,Beach/River/Relaxing,Oct-May,0,200-1000,2 Hours,Low,Youth/Friends,Mangaluru Airport
South,KA,Udupi,Mattu Beach,Beach/Bioluminescence,Oct-May,0,200-1000,2 Hours,Low,Couples,Mangaluru Airport
South,KA,Udupi,Padubidri Beach,Beach/Water Sports/Relaxing,Oct-May,0,500-1500,2 Hours,Medium,Families,Mangaluru Airport
South,KA,Dakshina Kannada,Tannirbhavi Beach,Beach/Relaxing/Sunset,Oct-May,0,200-500,2 Hours,Low,Families,Mangaluru Airport
South,KA,Dakshina Kannada,Someshwara Beach Mangalore,Beach/Spiritual/Viewpoint,Oct-May,0,200-500,1 Hour,Low,Spiritual Seekers,Mangaluru Airport
South,KA,Dakshina Kannada,Pilikula Nisargadhama,Nature/Wildlife/Park,Year-round,50,200-1000,Half Day,Low,Families,Mangaluru Airport
South,KA,Dakshina Kannada,Kadri Park,Nature/Park/Relaxing,Year-round,10,200-500,1 Hour,Low,Families,Mangaluru Airport
West,MH,Raigad,Durshet Forest,Nature/Trekking/Adventure,Year-round,0,1000-3000,1 Day,Medium,Adventure Seekers,Mumbai Airport
West,MH,Raigad,Pali Ashtavinayak,Spiritual/Architecture,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Pune Airport
West,MH,Raigad,Mahad Ashtavinayak,Spiritual,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Pune Airport
West,MH,Pune,Theur Ashtavinayak,Spiritual,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Pune Airport
West,MH,Ahmednagar,Siddhatek Ashtavinayak,Spiritual/River,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Pune Airport
West,MH,Pune,Morgaon Ashtavinayak,Spiritual,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Pune Airport
West,MH,Pune,Ranjangaon Ashtavinayak,Spiritual/Architecture,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Pune Airport
West,MH,Pune,Jejuri Temple,Spiritual/Culture/Trekking,Year-round,0,200-1000,2 Hours,Medium,Spiritual Seekers,Pune Airport
West,MH,Pune,Saswad Khandoba Temple,Spiritual/History,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Pune Airport
West,MH,Pune,Baneshwar Temple,Spiritual/Nature/Waterfall,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Pune Airport
West,MH,Pune,Narayanpur Shiva Temple,Spiritual/Architecture,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Pune Airport
West,MH,Pune,Ketkawale Datta Temple,Spiritual/Culture,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Pune Airport
West,MH,Pune,Vajragad Fort,History/Trekking/Ruins,Sep-Feb,0,500-1500,Half Day,High,Adventure Seekers,Pune Airport
West,GJ,Kutch,Shyamji Krishna Varma Memorial,History/Patriotism,Year-round,20,200-500,1 Hour,Low,History Buffs,Bhuj Airport
West,GJ,Kutch,72 Jinalaya,Spiritual/Architecture,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Bhuj Airport
West,GJ,Kutch,Ambe Dham,Spiritual/Culture,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Bhuj Airport
West,GJ,Kutch,Bhadreshwar Jain Temple,Spiritual/Architecture/History,Year-round,0,200-500,1 Hour,Low,History Buffs,Bhuj Airport
West,GJ,Kutch,Jesal Toral Samadhi,Spiritual/History,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Bhuj Airport
West,GJ,Kutch,Kandla Port,Sightseeing/Business/Sea,Year-round,0,200-500,1 Hour,Low,All,Bhuj Airport
West,GJ,Kutch,Gandhidham,Culture/Shopping,Year-round,0,500-1500,Half Day,Low,All,Bhuj Airport
West,GJ,Kutch,Tuna Port,Sightseeing/Sea,Year-round,0,200-500,1 Hour,Low,All,Bhuj Airport
North,RJ,Jaisalmer,Vyas Chhatri,History/Architecture/Sunset,Oct-Mar,50,200-500,1 Hour,Low,Photography,Jaisalmer Airport
North,RJ,Jaisalmer,Salim Singh Ki Haveli,History/Architecture,Oct-Mar,50,200-500,1 Hour,Low,History Buffs,Jaisalmer Airport
North,RJ,Jaisalmer,Nathmal Ki Haveli,History/Architecture/Art,Oct-Mar,50,200-500,1 Hour,Low,History Buffs,Jaisalmer Airport
North,RJ,Jaisalmer,Desert Cultural Centre,Museum/Culture/Art,Oct-Mar,20,200-500,1 Hour,Low,Culture Enthusiasts,Jaisalmer Airport
North,RJ,Jaisalmer,Jaisalmer War Museum,History/Museum/Patriotism,Year-round,30,200-500,2 Hours,Low,History Buffs,Jaisalmer Airport
North,RJ,Jaisalmer,Longewala War Memorial,History/Patriotism/Desert,Oct-Mar,0,500-1500,2 Hours,Low,History Buffs,Jaisalmer Airport
North,RJ,Jaisalmer,Akal Wood Fossil Park,History/Nature/Geology,Oct-Mar,20,200-500,1 Hour,Low,Nature Lovers,Jaisalmer Airport
North,RJ,Jaisalmer,Khuri Sand Dunes,Nature/Desert/Adventure,Oct-Mar,0,1000-3000,Half Day,Medium,Adventure Seekers,Jaisalmer Airport
North,RJ,Jaisalmer,Amar Sagar,History/Lake/Spiritual,Oct-Mar,20,200-500,1 Hour,Low,History Buffs,Jaisalmer Airport
Central,MP,Jabalpur,Hanumantal Jain Temple,Spiritual/Architecture/Lake,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Jabalpur Airport
